ranking,name,producer,revenue,year
525,Valentine's Day,WB (NL),"$110,485,654",2010
526,The Grudge,Sony,"$110,359,362",2004
527,Fun with Dick and Jane,Sony,"$110,332,737",2005
528,Freaky Friday,BV,"$110,230,332",2003
529,Trainwreck,Uni.,"$110,212,700",2015
530,Bedtime Stories,BV,"$110,101,975",2008
531,Scary Movie 3,Dim.,"$110,003,217",2003
532,Star Trek IV: The Voyage Home,Par.,"$109,713,132",1986
533,The 40-Year-Old Virgin,Uni.,"$109,449,237",2005
534,Crocodile Dundee II,Par.,"$109,306,210",1988
535,Couples Retreat,Uni.,"$109,204,945",2009
536,One Flew Over the Cuckoo's Nest,UA,"$108,981,275",1975
537,Creed,WB,"$108,842,531",2015
538,A Time to Kill,WB,"$108,766,007",1996
539,Black Hawk Down,SonR,"$108,638,745",2001
540,Terms of Endearment,Par.,"$108,423,489",1983
541,Ace Ventura: When Nature Calls,WB,"$108,385,533",1995
542,The Princess Diaries,BV,"$108,248,956",2001
543,Superman II,WB,"$108,185,706",1981
544,Hop,Uni.,"$108,085,305",2011
545,Pulp Fiction,Mira.,"$107,928,762",1994
546,Paranormal Activity,Par.,"$107,918,810",2009
547,A League of Their Own,Sony,"$107,533,928",1992
548,Epic,Fox,"$107,518,682",2013
549,Watchmen,WB,"$107,509,799",2009
550,Batman and Robin,WB,"$107,325,195",1997
551,Captain Phillips,Sony,"$107,100,855",2013
552,Black Swan,FoxS,"$106,954,678",2010
553,Analyze This,WB,"$106,885,658",1999
554,Chicken Run,DW,"$106,834,564",2000
555,Miss Congeniality,WB,"$106,807,667",2000
556,Indecent Proposal,Par.,"$106,614,059",1993
557,Driving Miss Daisy,WB,"$106,593,296",1989
558,300: Rise of An Empire,WB,"$106,580,051",2014
559,GoldenEye,MGM,"$106,429,941",1995
560,Love Story,Par.,"$106,397,186",1970
561,Kramer Vs. Kramer,Col.,"$106,260,000",1979
562,The Italian Job,Par.,"$106,128,601",2003
563,How to Lose a Guy in 10 Days,Par.,"$105,813,373",2003
564,The First Wives Club,Par.,"$105,489,203",1996
565,Robin Hood,Uni.,"$105,269,730",2010
566,Interview with the Vampire,WB,"$105,264,608",1994
567,George of the Jungle,BV,"$105,263,257",1997
568,The Graduate,AVCO,"$104,945,305",1967^
569,Phenomenon,BV,"$104,636,382",1996
570,American Wedding,Uni.,"$104,565,114",2003
571,Road to Perdition,DW,"$104,454,762",2002
572,The Princess and the Frog,BV,"$104,400,899",2009
573,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,"$104,386,950",2010
574,Daddy Day Care,SonR,"$104,297,061",2003
575,Paranormal Activity 3,Par.,"$104,028,807",2011
576,Journey 2: The Mysterious Island,WB (NL),"$103,860,290",2012
577,Dick Tracy,BV,"$103,738,726",1990
578,Rise of the Guardians,P/DW,"$103,412,758",2012
579,Dreamgirls,P/DW,"$103,365,956",2006
580,9 to 5,Fox,"$103,290,500",1980
581,The Expendables,LGF,"$103,068,524",2010
582,Scream,Dim.,"$103,046,663",1996
583,Just Go With It,Sony,"$103,028,109",2011
584,The General's Daughter,Par.,"$102,705,852",1999
585,The Aviator,Mira.,"$102,610,330",2004
586,American Pie,Uni.,"$102,561,004",1999
587,Daredevil,Fox,"$102,543,518",2003
588,The Girl with the Dragon Tattoo (2011),Sony,"$102,515,793",2011
589,The Mummy: Tomb of the Dragon Emperor,Uni.,"$102,491,776",2008
590,The Maze Runner,Fox,"$102,427,862",2014
591,In the Line of Fire,Col.,"$102,314,823",1993
592,Butch Cassidy and the Sundance Kid,Fox,"$102,308,889",1969
593,Mary Poppins,Dis.,"$102,272,727",1964^
594,Bambi,RKO,"$102,247,150",1942^
595,Jackass Presents: Bad Grandpa,Par.,"$102,003,019",2013
596,Pacific Rim,WB,"$101,802,906",2013
597,Journey to the Center of the Earth,WB (NL),"$101,704,370",2008
598,Gone in 60 Seconds,BV,"$101,648,571",2000
599,Maverick,WB,"$101,631,272",1994
600,Sleeping with the Enemy,Fox,"$101,599,005",1991
601,The Equalizer,Sony,"$101,530,738",2014
602,This is the End,Sony,"$101,470,202",2013
603,Eagle Eye,P/DW,"$101,440,743",2008
604,The Prince of Egypt,DW,"$101,413,188",1998
605,Scream 2,Dim.,"$101,363,301",1997
606,Stir Crazy,Col.,"$101,300,000",1980
607,Eraser,WB,"$101,295,562",1996
608,Noah,Par.,"$101,200,044",2014
609,Unforgiven,WB,"$101,157,447",1992
610,The Cat in the Hat,Uni.,"$101,149,285",2003
611,Con Air,BV,"$101,117,573",1997
612,Sleepy Hollow,Par.,"$101,071,502",1999
613,Collateral,DW,"$101,005,703",2004
614,Contact,WB,"$100,920,329",1997
615,Charlie's Angels: Full Throttle,Sony,"$100,830,111",2003
616,The Pelican Brief,WB,"$100,768,056",1993
617,Vanilla Sky,Par.,"$100,618,344",2001
618,Due Date,WB,"$100,539,043",2010
619,The Rugrats Movie,Par.,"$100,494,675",1998
620,Million Dollar Baby,WB,"$100,492,203",2004
621,Airport,Uni.,"$100,489,151",1970
622,Jumanji,Sony,"$100,475,249",1995
623,Step Brothers,Sony,"$100,468,793",2008
624,Evan Almighty,Uni.,"$100,462,298",2007
625,Casper,Uni.,"$100,328,194",1995
626,Shakespeare in Love,Mira.,"$100,317,794",1998
627,Bad Teacher,Sony,"$100,292,856",2011
628,Yogi Bear,WB,"$100,246,011",2010
629,Cowboys & Aliens,Uni.,"$100,240,551",2011
630,Edge of Tomorrow,WB,"$100,206,256",2014
631,The Hunchback of Notre Dame,BV,"$100,138,851",1996
632,Seven,NL,"$100,125,643",1995
633,Parenthood,Uni.,"$100,047,830",1989
634,You Don't Mess with the Zohan,Sony,"$100,018,837",2008
635,Die Hard: With A Vengeance,Fox,"$100,012,499",1995
636,Gnomeo and Juliet,BV,"$99,967,670",2011
637,Hercules,BV,"$99,112,101",1997
638,Olympus Has Fallen,FD,"$98,925,640",2013
639,The Green Hornet,Sony,"$98,780,042",2011
640,Date Night,Fox,"$98,711,404",2010
641,The Color Purple,WB,"$98,467,863",1985^
642,Meet the Robinsons,BV,"$97,822,171",2007
643,Yes Man,WB,"$97,690,976",2008
644,Inspector Gadget,BV,"$97,403,112",1999
645,Public Enemies,Uni.,"$97,104,620",2009
646,The Social Network,Sony,"$96,962,694",2010
647,The Others,Mira.,"$96,522,687",2001
648,Legally Blonde,MGM,"$96,520,674",2001
649,Panic Room,Sony,"$96,397,334",2002
650,Schindler's List,Uni.,"$96,065,768",1993
651,Dead Poets Society,BV,"$95,860,116",1989
652,Zero Dark Thirty,Sony,"$95,720,716",2012
653,Norbit,P/DW,"$95,673,607",2007
654,Cold Mountain,Mira.,"$95,636,509",2003
655,Arthur,WB,"$95,461,682",1981
656,Sex and the City 2,WB (NL),"$95,347,692",2010
657,Michael,NL,"$95,318,203",1996
658,The Princess Diaries 2: Royal Engagement,BV,"$95,170,481",2004
659,42,WB,"$95,020,213",2013
660,Unbreakable,BV,"$95,011,339",2000
661,The Book of Eli,WB,"$94,835,059",2010
662,"10,000 B.C.",WB,"$94,784,201",2008
663,Beverly Hills Chihuahua,BV,"$94,514,402",2008
664,Saturday Night Fever,Par.,"$94,213,184",1977
665,Julie & Julia,Sony,"$94,125,426",2009
666,The Mask of Zorro,Sony,"$94,095,523",1998
667,Maid in Manhattan,SonR,"$94,011,225",2002
668,He's Just Not That Into You,WB (NL),"$93,953,653",2009
669,Master and Commander: The Far Side of the World,Fox,"$93,927,920",2003
670,Flight,Par.,"$93,772,375",2012
671,The Fighter,Par.,"$93,617,009",2010
672,America's Sweethearts,SonR,"$93,607,673",2001
673,Lady and the Tramp,Dis.,"$93,602,326",1955^
674,The Bucket List,WB,"$93,466,502",2007
675,Tomorrowland,BV,"$93,436,322",2015
676,Cats & Dogs,WB,"$93,385,515",2001
677,Two Weeks Notice,WB,"$93,354,851",2002
678,Space Station 3-D (IMAX),Imax,"$93,155,366",2002
679,Red Dragon,Uni.,"$93,149,898",2002
680,Cinderella (1950),Dis.,"$93,141,149",1950^
681,Elysium,TriS,"$93,050,117",2013
682,Flubber,BV,"$92,977,226",1997
683,Flashdance,Par.,"$92,921,203",1983
684,When Harry Met Sally...,Col.,"$92,823,546",1989
685,The Town,WB,"$92,186,262",2010
686,Non-Stop,Uni.,"$92,168,600",2014
687,The Client,WB,"$92,115,211",1994
688,Star Trek: First Contact,Par.,"$92,027,888",1996
689,Think Like a Man,SGem,"$91,547,205",2012
690,Kindergarten Cop,Uni.,"$91,457,688",1990
691,Heaven is for Real,TriS,"$91,443,253",2014
692,The Haunting,DW,"$91,411,151",1999
693,Crimson Tide,BV,"$91,387,195",1995
694,Back to School,Orion,"$91,258,000",1986
695,Stepmom,Sony,"$91,137,662",1998
696,The Imitation Game,Wein.,"$91,125,683",2014
697,Save the Last Dance,Par.,"$91,057,006",2001
698,The Scorpion King,Uni.,"$91,047,077",2002
699,The Karate Kid,Col.,"$90,815,558",1984
700,Prince of Persia: The Sands of Time,BV,"$90,759,676",2010
701,Antz,DW,"$90,757,863",1998
702,Scary Movie 4,W/Dim.,"$90,710,620",2006
703,The Game Plan,BV,"$90,648,202",2007
704,"Me, Myself and Irene",Fox,"$90,570,999",2000
705,High School Musical 3: Senior Year,BV,"$90,559,416",2008
706,Tyler Perry's Madea Goes to Jail,LGF,"$90,508,336",2009
707,Space Cowboys,WB,"$90,464,773",2000
708,Space Jam,WB,"$90,418,342",1996
709,Get Hard,WB,"$90,411,453",2015
710,Trading Places,Par.,"$90,404,800",1983
711,Red,Sum.,"$90,380,162",2010
712,Planes,BV,"$90,288,712",2013
713,"Legally Blonde 2: Red, White and Blonde",MGM,"$90,186,328",2003
714,Mystic River,WB,"$90,135,191",2003
715,Terminator: Genisys,Par.,"$89,760,956",2015
716,Flightplan,BV,"$89,707,299",2005
717,Father of the Bride,BV,"$89,325,780",1991
718,The Emperor's New Groove,BV,"$89,302,687",2000
719,The Lone Ranger,BV,"$89,302,115",2013
720,Taken 3,Fox,"$89,256,424",2015
721,Scream 3,Dim.,"$89,143,175",2000
722,Oblivion,Uni.,"$89,107,235",2013
723,The Ugly Truth,Sony,"$88,915,214",2009
724,Percy Jackson & The Olympians: The Lightning Thief,Fox,"$88,768,303",2010
725,Failure to Launch,Par.,"$88,715,192",2006
726,The Muppets,BV,"$88,631,237",2011
727,Inside Man,Uni.,"$88,513,495",2006
728,Waterworld,Uni.,"$88,246,220",1995
729,Starsky and Hutch,WB,"$88,237,754",2004
730,Along Came Polly,Uni.,"$88,097,164",2004
731,The Hand That Rocks the Cradle,BV,"$88,036,683",1992
732,Back to the Future Part III,Uni.,"$87,727,583",1990
733,Entrapment,Fox,"$87,704,396",1999
734,Peter Pan,Dis.,"$87,404,651",1953^
735,Pineapple Express,Sony,"$87,341,380",2008
736,Everest (IMAX),MFF,"$87,178,599",1998
737,Out of Africa,Uni.,"$87,071,205",1985
738,Saw II,Lions,"$87,039,965",2005
739,The Naked Gun 2 1/2: The Smell of Fear,Par.,"$86,930,411",1991
740,The Campaign,WB,"$86,907,746",2012
741,The War of the Roses,Fox,"$86,888,546",1989
742,The Amityville Horror,AIP,"$86,432,000",1979
743,Sisters,Uni.,"$86,373,225",2015
744,Presumed Innocent,WB,"$86,303,188",1990
745,Young Frankenstein,Fox,"$86,273,333",1974
746,Dumb and Dumber To,Uni.,"$86,208,010",2014
747,Mean Girls,Par.,"$86,058,055",2004
748,Annie (2014),Sony,"$85,911,262",2014
749,Spy Kids 2: The Island of Lost Dreams,Dim.,"$85,846,429",2002
750,Fury (2014),Sony,"$85,817,906",2014
751,Pokemon: The First Movie,WB,"$85,744,662",1999
752,Real Steel,BV,"$85,468,508",2011
753,The SpongeBob SquarePants Movie,Par.,"$85,417,988",2004
754,Brother Bear,BV,"$85,336,277",2003
755,Stripes,Col.,"$85,297,000",1981
756,Anchorman: The Legend of Ron Burgundy,DW,"$85,288,303",2004
757,Every Which Way But Loose,WB,"$85,196,485",1978
758,Rocky II,UA,"$85,182,160",1979
759,Aliens,Fox,"$85,160,248",1986
760,Open Season,Sony,"$85,105,259",2006
761,The Expendables 2,LGF,"$85,028,192",2012
762,Dangerous Minds,BV,"$84,919,401",1995
763,Paranormal Activity 2,Par.,"$84,752,907",2010
764,The Poseidon Adventure,Fox,"$84,563,118",1972
765,Tammy,WB (NL),"$84,525,432",2014
766,The Santa Clause 3: The Escape Clause,BV,"$84,500,122",2006
767,"Crazy, Stupid, Love.",WB,"$84,351,197",2011
768,Annabelle,WB (NL),"$84,273,813",2014
769,Pinocchio,Dis.,"$84,254,167",1940^
770,Scooby-Doo 2: Monsters Unleashed,WB,"$84,216,833",2004
771,Atlantis: The Lost Empire,BV,"$84,056,472",2001
772,Cliffhanger,TriS,"$84,049,211",1993
773,The Other Woman (2014),Fox,"$83,911,193",2014
774,The X-Files,Fox,"$83,898,313",1998
775,Up in the Air,Par.,"$83,823,381",2009
776,Steel Magnolias,TriS,"$83,759,091",1989
777,Wrath of the Titans,WB,"$83,670,083",2012
778,Insidious Chapter 2,FD,"$83,586,447",2013
779,Under Siege,WB,"$83,563,139",1992
780,Battle: Los Angeles,Sony,"$83,552,429",2011
781,Immortals,Rela.,"$83,504,017",2011
782,Apocalypse Now,MGM,"$83,471,511",1979^
783,Airplane!,Par.,"$83,453,539",1980
784,Alvin and the Chipmunks: The Road Chip,Fox,"$83,420,931",2015
785,Patriot Games,Par.,"$83,351,587",1992
786,Penguins of Madagascar,Fox,"$83,350,911",2014
787,Saving Mr. Banks,BV,"$83,301,580",2013
788,Valkyrie,UA,"$83,077,833",2008
789,Brokeback Mountain,Focus,"$83,043,761",2005
790,Turbo,Fox,"$83,028,128",2013
791,Disclosure,WB,"$83,015,089",1994
792,Die Hard,Fox,"$83,008,852",1988
793,Charlotte's Web (2006),Par.,"$82,985,708",2006
794,Monster-in-Law,NL,"$82,931,301",2005
795,Are We There Yet?,SonR,"$82,674,398",2005
796,Days of Thunder,Par.,"$82,670,733",1990
797,Freddy Vs. Jason,NL,"$82,622,655",2003
798,The Descendants,FoxS,"$82,584,160",2011
799,Cheaper by the Dozen 2,Fox,"$82,571,173",2005
800,Mr. Holland's Opus,BV,"$82,569,971",1995
801,Bram Stoker's Dracula,Col.,"$82,522,790",1992
802,Fried Green Tomatoes,Uni.,"$82,418,501",1991
803,Let's Be Cops,Fox,"$82,390,774",2014
804,Blade II,NL,"$82,348,319",2002
805,Beowulf,Par.,"$82,280,579",2007
806,Bridge to Terabithia,BV,"$82,272,442",2007
807,Star Trek: The Motion Picture,Par.,"$82,258,456",1979
808,The Pink Panther (2006),Sony,"$82,226,474",2006
809,Jaws 2,Uni.,"$81,766,007",1978^
810,Maze Runner: The Scorch Trials,Fox,"$81,697,192",2015
811,Heaven Can Wait (1978),Par.,"$81,640,278",1978
812,Eight Below,BV,"$81,612,565",2006
813,M.A.S.H.,Fox,"$81,600,000",1970
814,Unstoppable,Fox,"$81,562,942",2010
815,Payback,Par.,"$81,526,121",1999
816,Ted 2,Uni.,"$81,476,385",2015
817,The Talented Mr. Ripley,Par.,"$81,298,265",1999
818,School of Rock,Par.,"$81,261,177",2003
819,Police Academy,WB,"$81,198,894",1984
820,Snow Dogs,BV,"$81,172,560",2002
821,21,Sony,"$81,159,365",2008
822,While You Were Sleeping,BV,"$81,057,016",1995
823,Congo,Par.,"$81,022,101",1995
824,The Notebook,NL,"$81,001,787",2004
825,Jimmy Neutron: Boy Genius,Par.,"$80,936,232",2001
826,Alien,Fox,"$80,931,801",1979^
827,Another 48 HRS.,Par.,"$80,818,974",1990
828,Moonstruck,MGM,"$80,640,528",1987
829,Eat Pray Love,Sony,"$80,574,010",2010
830,The Texas Chainsaw Massacre,NL,"$80,571,655",2003
831,Zookeeper,Sony,"$80,360,843",2011
832,Alien Vs. Predator,Fox,"$80,282,231",2004
833,What Happens in Vegas,Fox,"$80,277,646",2008
834,The Dukes of Hazzard,WB,"$80,270,227",2005
835,The Wedding Singer,NL,"$80,245,725",1998
836,Saw III,LGF,"$80,238,724",2006
837,Disturbia,P/DW,"$80,209,692",2007
838,Nacho Libre,Par.,"$80,197,993",2006
839,Jumper,Fox,"$80,172,128",2008
840,Jack Reacher,Par.,"$80,070,736",2012
841,Cloverfield,Par.,"$80,048,433",2008
842,Footloose,Par.,"$80,035,402",1984
843,Dear John,SGem,"$80,014,842",2010
844,A Star Is Born (1976),WB,"$80,000,000",1976
845,Goosebumps,Sony,"$79,968,628",2015
846,Knowing,Sum.,"$79,957,634",2009
847,War Horse,BV,"$79,884,879",2011
848,The Golden Child,Par.,"$79,817,937",1986
849,Dark Shadows,WB,"$79,727,149",2012
850,Earthquake,Uni.,"$79,666,653",1974
851,Hannah Montana The Movie,BV,"$79,576,189",2009
852,WarGames,MGM,"$79,567,667",1983
853,The Day the Earth Stood Still (2008),Fox,"$79,366,978",2008
854,Limitless,Rela.,"$79,249,455",2011
855,Cape Fear,Uni.,"$79,091,969",1991
856,Star Trek II: The Wrath of Khan,Par.,"$78,912,963",1982
857,48 HRS.,Par.,"$78,868,508",1982
858,The Naked Gun: From the Files of Police Squad!,Par.,"$78,756,177",1988
859,Pixels,Sony,"$78,747,585",2015
860,City of Angels,WB,"$78,685,114",1998
861,The English Patient,Mira.,"$78,676,425",1996
862,Teenage Mutant Ninja Turtles II,NL,"$78,656,813",1991
863,A.I. Artificial Intelligence,WB,"$78,616,689",2001
864,Cocktail,BV,"$78,222,753",1988
865,We Were Soldiers,Par.,"$78,122,718",2002
866,Tower Heist,Uni.,"$78,046,570",2011
867,The Monuments Men,Sony,"$78,031,620",2014
868,Hooper,WB,"$78,000,000",1978
869,Man on Fire,Fox,"$77,911,774",2004
870,The Terminal,DW,"$77,872,883",2004
871,Backdraft,Uni.,"$77,868,585",1991
872,Gangs of New York,Mira.,"$77,812,000",2002
873,Free Willy,WB,"$77,698,625",1993
874,The Adventures of Tintin,Par.,"$77,591,831",2011
875,Philadelphia,TriS,"$77,446,440",1993
876,March of the Penguins,WIP,"$77,437,223",2005
877,Parental Guidance,Fox,"$77,267,296",2012
878,Where the Wild Things Are,WB,"$77,233,467",2009
879,The A-Team,Fox,"$77,222,099",2010
880,U-571,Uni.,"$77,122,415",2000
881,27 Dresses,Fox,"$76,808,654",2008
882,Training Day,WB,"$76,631,907",2001
883,Poltergeist,MGM,"$76,606,280",1982
884,Father of the Bride Part II,BV,"$76,594,107",1995
885,Romancing the Stone,Fox,"$76,572,238",1984
886,Rugrats in Paris: The Movie,Par.,"$76,507,756",2000
887,Star Trek III: The Search for Spock,Par.,"$76,471,046",1984
888,Knight & Day,Fox,"$76,423,035",2010
889,Fantasia,Dis.,"$76,408,097",1941^
890,Paddington,W/Dim.,"$76,271,832",2015
891,The Untouchables,Par.,"$76,270,454",1987
892,White Men Can't Jump,Fox,"$76,253,806",1992
893,The Ring Two,DW,"$76,231,249",2005
894,Cocoon,Fox,"$76,113,124",1985
895,Hellboy II: The Golden Army,Uni.,"$75,986,503",2008
896,Conspiracy Theory,WB,"$75,982,834",1997
897,Constantine,WB,"$75,976,178",2005
898,The Jewel of the Nile,Fox,"$75,973,200",1985
899,The Haunted Mansion,BV,"$75,847,266",2003
900,The Family Man,Uni.,"$75,793,305",2000
901,Barbershop,MGM,"$75,782,105",2002
902,The Intern,WB,"$75,764,672",2015
903,Star Trek: Generations,Par.,"$75,671,125",1994
904,Contagion,WB,"$75,658,097",2011
905,"You, Me and Dupree",Uni.,"$75,628,110",2006
906,We Bought a Zoo,Fox,"$75,624,550",2011
907,2 Guns,Uni.,"$75,612,460",2013
908,Braveheart,Par.,"$75,609,945",1995
909,Moneyball,Sony,"$75,605,492",2011
910,The Rookie,BV,"$75,600,072",2002
911,Zombieland,Sony,"$75,590,286",2009
912,Old School,DW,"$75,585,093",2003
913,Any Given Sunday,WB,"$75,530,832",1999
914,The Last of the Mohicans,Fox,"$75,505,856",1992
915,The Horse Whisperer,BV,"$75,383,563",1998
916,Garfield: The Movie,Fox,"$75,369,589",2004
917,Ray,Uni.,"$75,331,600",2004
918,Coraline,Focus,"$75,286,229",2009
919,Tim Burton's The Nightmare Before Christmas,BV,"$75,082,668",1993^
920,The Exorcism of Emily Rose,SGem,"$75,072,454",2005
921,Eragon,Fox,"$75,030,163",2006
922,Star Trek VI: The Undiscovered Country,Par.,"$74,888,996",1991
923,10,WB,"$74,865,517",1979
924,The Prince of Tides,Col.,"$74,787,599",1991
925,Ladder 49,BV,"$74,541,707",2004
926,Four Brothers,Par.,"$74,494,381",2005
927,"Six Days, Seven Nights",BV,"$74,339,294",1998
928,No Country for Old Men,Mira.,"$74,283,625",2007
929,Jack and Jill,Sony,"$74,158,157",2011
930,Oliver & Company,BV,"$74,151,346",1988^
931,Sin City,Dim.,"$74,103,820",2005
932,Along Came a Spider,Par.,"$74,078,174",2001
933,Ride Along 2,Uni.,"$74,046,830",2016
934,Ben-Hur,MGM,"$74,000,000",1959
935,Hugo,Par.,"$73,864,507",2011
936,Christmas with the Kranks,SonR,"$73,780,539",2004
937,Beetlejuice,WB,"$73,707,461",1988
938,The Jerk,Uni.,"$73,691,419",1979
939,Monster House,Sony,"$73,661,010",2006
940,Deep Blue Sea,WB,"$73,648,142",1999
941,Law Abiding Citizen,Over.,"$73,357,727",2009
942,Spirit: Stallion of the Cimarron,DW,"$73,280,117",2002
943,Hollow Man,Sony,"$73,209,340",2000
944,White House Down,Sony,"$73,103,784",2013
945,John Carter,BV,"$73,078,100",2012
946,Hotel for Dogs,P/DW,"$73,034,460",2009
947,Dinner for Schmucks,P/DW,"$73,026,337",2010
948,Justin Bieber: Never Say Never,Par.,"$73,013,910",2011
949,Jackass: Number Two,Par.,"$72,778,712",2006
950,The Interpreter,Uni.,"$72,708,161",2005
951,Hercules (2014),Par.,"$72,688,614",2014
952,Barnyard: The Original Party Animals,Par.,"$72,637,803",2006
953,I Know What You Did Last Summer,Sony,"$72,586,134",1997
954,Dolphin Tale,WB,"$72,286,779",2011
955,Vantage Point,Sony,"$72,266,306",2008
956,Ace Ventura: Pet Detective,WB,"$72,217,396",1994
957,The Cannonball Run,Fox,"$72,179,579",1981
958,Get Shorty,MGM,"$72,101,622",1995
959,Michael Jackson's This Is It,Sony,"$72,091,016",2009
960,Fred Claus,WB,"$72,006,777",2007
961,My Fair Lady,WB,"$72,000,000",1964
962,1408,MGM/W,"$71,985,628",2007
963,Bridge of Spies,BV,"$71,963,976",2015
964,The Purge: Anarchy,Uni.,"$71,962,800",2014
965,John Q.,NL,"$71,756,802",2002
966,RV,Sony,"$71,726,025",2006
967,Mama,Uni.,"$71,628,180",2013
